batting_team,bowling_team,venue,target,current_score,wickets,overs,run_rate,req_run_rate,result
Royal Challengers Bengaluru,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",177,130,5,15,8.666666666666666,9.4,1
Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",207,120,6,15,8.0,17.4,0
Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",278,190,4,15,12.666666666666666,17.6,0
Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",186,126,5,15,8.4,12.0,0
Kolkata Knight Riders,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",183,176,3,15,11.733333333333333,1.4,1
Punjab Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",200,140,3,15,9.333333333333334,12.0,0
Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",163,138,2,15,9.2,5.0,1
Chennai Super Kings,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",192,120,5,15,8.0,14.4,0
Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",126,127,4,15,8.466666666666667,-0.2,1
Royal Challengers Bengaluru,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",182,123,6,15,8.2,11.8,0
Delhi Capitals,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",273,161,8,15,10.733333333333333,22.4,0
Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",200,153,6,15,10.2,9.4,1
Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",166,143,4,15,9.533333333333333,4.6,1
Rajasthan Royals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",184,160,3,15,10.666666666666666,4.8,1
Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",235,153,4,15,10.2,16.4,0
Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",164,102,8,15,6.8,12.4,0
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",138,128,2,15,8.533333333333333,2.0,1
Punjab Kings,Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",183,116,6,15,7.733333333333333,13.4,0
Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",197,138,5,15,9.2,11.8,1
Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",197,199,3,15,13.266666666666667,-0.4,1
Delhi Capitals,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",168,150,4,15,10.0,3.6,1
Rajasthan Royals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",148,105,3,15,7.0,8.6,1
Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",162,162,2,15,10.8,0.0,1
Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",207,135,4,15,9.0,14.4,0
Royal Challengers Bengaluru,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",288,199,6,15,13.266666666666667,17.8,0
Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",224,162,6,15,10.8,12.4,1
Punjab Kings,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",193,165,7,15,11.0,5.6,0
Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",177,146,1,15,9.733333333333333,6.2,1
Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",267,179,6,15,11.933333333333334,17.6,0
Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",223,181,6,15,12.066666666666666,8.4,0
Gujarat Titans,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",143,105,5,15,7.0,7.6,1
Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",180,160,1,15,10.666666666666666,4.0,1
Lucknow Super Giants,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",211,157,3,15,10.466666666666667,10.8,1
Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",225,152,6,15,10.133333333333333,14.6,0
Sunrisers Hyderabad,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",207,141,8,15,9.4,13.2,0
Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",262,210,2,15,14.0,10.4,1
Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",258,187,5,15,12.466666666666667,14.2,0
Rajasthan Royals,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",197,160,3,15,10.666666666666666,7.4,1
Royal Challengers Bengaluru,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",201,206,1,15,13.733333333333333,-1.0,1
Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",213,118,6,15,7.866666666666666,19.0,0
Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",154,151,3,15,10.066666666666666,0.6,1
Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",145,122,4,15,8.133333333333333,4.6,1
Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",163,146,3,15,9.733333333333333,3.4,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",202,160,4,15,10.666666666666666,8.4,0
Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",170,124,7,15,8.266666666666667,9.2,0
Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",168,105,8,15,7.0,12.6,0
Lucknow Super Giants,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",236,137,9,15,9.133333333333333,19.8,0
Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",174,149,3,15,9.933333333333334,5.0,1
Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",222,170,4,15,11.333333333333334,10.4,0
Punjab Kings,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",242,174,8,15,11.6,13.6,0
Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",232,162,5,15,10.8,14.0,0
Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",158,139,8,15,9.266666666666667,3.8,0
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",142,121,5,15,8.066666666666666,4.2,1
Delhi Capitals,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",188,130,8,15,8.666666666666666,11.6,0
Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi",209,149,7,15,9.933333333333334,12.0,0
Punjab Kings,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",145,112,5,15,7.466666666666667,6.6,1
Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",215,135,5,15,9.0,16.0,0
Chennai Super Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",219,138,6,15,9.2,16.2,0
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",215,189,4,15,12.6,5.2,1
Rajasthan Royals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",173,143,4,15,9.533333333333333,6.0,1
Rajasthan Royals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",176,113,6,15,7.533333333333333,12.6,0
